id,reviewer_id,rating
80674,542621,5
80675,274050,5
80676,167240,1
80677,346004,4
80678,356694,3
80679,102378,2
80680,146520,5
80681,495806,5
80682,313868,4
80683,382774,5
80684,500634,1
80685,187998,4
80686,152375,4
80687,541388,1
80688,331172,5
80689,2034,4
80690,138833,3
80691,522746,5
80692,335770,5
80693,193049,1
80694,248568,4
80695,542848,5
80696,166636,4
80697,474006,5
80698,490683,5
80699,196012,4
80700,532055,3
80701,109998,4
80702,325420,3
80703,337366,4
80704,179380,4
80705,326471,4
80706,515044,4
80707,396627,5
80708,276349,5
80711,15768,4
80712,410212,5
80713,383871,4
80714,529864,4
80715,529864,4
80716,490548,5
80717,529864,4
80718,78340,4
80719,231277,3
80720,93374,4
80721,526322,1
80722,542364,4
80723,78700,4
80724,347113,5
80725,48309,4
80726,91031,4
80727,381030,4
80728,477185,4
80729,103451,5
80730,50399,5
80731,184395,1
80732,462068,3
80733,24140,1
80734,148375,3
80735,171568,4
80736,520328,3
80737,231947,5
80738,216439,3
80739,34095,5
80740,430865,3
80741,542038,5
80742,310127,4
80743,543217,2
80745,347949,4
80746,10253,4
80747,186451,4
80750,186451,2
80752,186451,2
80753,186451,4
80754,179380,3
80755,186451,3
80756,543113,5
80757,186451,4
80758,186451,4
80759,186451,5
80760,186451,2
80761,336627,4
80762,186451,4
80763,186451,4
80764,507380,5
80765,15181,5
80766,543113,5
80767,183991,1
80768,507304,4
80769,507304,3
80770,194427,3
80771,543383,5
80772,542293,3
80773,50399,5
80774,14506,2
80775,489616,3
80776,489616,3
80777,441349,5
80778,163749,5
80779,441349,5
80780,516628,5
80781,516628,5
80782,213787,4
80783,498948,5
80784,543601,4
80785,543599,4
80786,249747,4
80787,319415,4
80788,543645,4
80789,92618,2
80790,543599,4
80791,543599,4
80792,533173,4
80794,73943,4
80795,159626,4
80796,93294,3
80798,168096,4
80799,73003,4
80800,198011,5
80801,414021,5
80802,237740,5
80803,25159,3
80804,152914,4
80805,25159,4
80806,96387,4
80807,92618,1
80808,25159,2
80809,512622,4
80810,25159,4
80811,141087,1
80812,403603,4
80813,25159,4
80814,481831,5
80815,544008,4
80816,181620,3
80817,486176,5
80818,17446,4
80819,218242,5
80820,526007,4
80821,481831,4
80822,439894,4
80823,16027,4
80824,268198,5
80825,83031,3
80826,26544,3
80827,297381,3
80828,544041,2
80829,489616,3
80830,68806,3
80831,198877,4
80832,26544,2
80833,478504,4
80834,426765,3
80835,17446,4
80836,68806,4
80837,540294,4
80838,112926,4
80839,313868,5
80840,116580,4
80841,156002,3
80842,544089,4
80843,521733,4
80844,538571,5
80845,85381,3
80846,322390,4
80847,536332,4
80848,454634,5
80849,294659,4
80850,129054,5
80851,544213,5
80852,87623,4
80853,541832,4
80855,104884,5
80856,158975,4
80857,26544,5
80858,19452,3
80859,544252,5
80860,420129,4
80861,526583,4
80862,188460,1
80863,533057,5
80865,417267,3
80867,6143,2
80868,485716,2
80869,96273,3
80870,544342,4
80871,95225,2
80872,417267,4
80873,73308,4
80874,93374,2
80875,513953,3
80876,544387,4
80877,501535,5
80878,229676,4
80879,278320,4
80880,275252,3
80881,156716,2
80882,532692,4
80883,544412,4
80884,536519,2
80885,481831,4
80886,309439,4
80887,205971,3
80888,481831,5
80889,462115,3
80890,14506,3
80891,228668,3
80892,205971,4
80894,544089,3
80895,280176,3
80896,460289,4
80897,137579,5
80898,228668,3
80899,41147,3
80900,228668,4
80901,502639,4
80902,52701,2
80904,15601,4
80905,383860,5
80906,15601,5
80907,457580,5
80908,536519,5
80909,15601,3
80910,537969,5
80911,387865,4
80912,448149,2
80913,455376,1
80914,15601,4
80915,62626,1
80916,544622,3
80917,544622,4
80918,268088,4
80919,76364,3
80920,62626,5
80921,502639,2
80922,543599,4
80923,543599,5
80924,275803,4
80925,144812,3
80926,543599,4
80927,536952,5
80928,535329,2
80929,229500,4
80930,429943,4
80931,544089,3
80932,529501,4
80933,482770,5
80934,89214,4
80935,58584,4
80936,174083,4
80937,218224,4
80938,431718,3
80939,122405,4
80940,431718,4
80941,544868,5
80942,318305,3
80943,409332,4
80944,305504,2
80945,544847,5
80946,270526,4
80947,543681,5
80948,204493,4
80949,42127,4
80952,138833,1
80953,544870,5
80954,534636,5
80955,311497,4
80956,409336,4
80957,117430,3
80958,275341,4
80959,543275,4
80960,441690,4
80961,24155,1
80963,502147,5
80964,389167,4
80965,173256,4
80966,91031,4
80967,175718,3
80968,119271,2
80969,293823,4
80970,545008,5
80971,544958,4
80972,24155,3
80973,537158,5
80974,83031,4
80975,397893,4
80976,303603,4
80977,105649,4
80978,488337,4
80979,105686,4
80980,24155,3
80981,338560,4
80982,545058,4
80983,17316,4
80984,311321,3
80985,56852,4
80986,83031,4
80987,24155,4
80988,353808,4
80989,513743,4
80990,7917,4
80991,339799,3
80992,504460,5
80993,241325,4
80994,384699,5
80995,10288,4
80996,535792,4
80997,30263,4
80998,19452,3
80999,516574,2
81000,535792,3
81001,14506,4
81002,512679,3
81003,144337,3
81004,512679,3
81005,496335,4
81006,512679,3
81007,512679,4
81008,141105,4
81009,512679,4
81010,512679,2
81011,512679,5
81012,512679,4
81013,512679,2
81014,545447,5
81015,158102,4
81016,144812,3
81017,248455,4
81018,535329,2
81019,543344,4
81020,535329,4
81021,535329,5
81022,280233,3
81023,545488,5
81024,508169,4
81027,544442,5
81028,472433,4
81029,36295,2
81030,458774,4
81031,537969,5
81032,5481,4
81033,5481,3
81034,279327,4
81035,279327,3
81036,279327,4
81037,279327,4
81038,279327,3
81039,279327,3
81040,279327,4
81041,279327,3
81042,279327,4
81043,279327,3
81044,279327,3
81045,279327,3
81046,279327,3
81047,279327,3
81048,279327,3
81049,279327,3
81050,279327,4
81051,279327,2
81052,279327,4
81053,279327,3
81054,544864,5
81055,401749,4
81056,389462,1
81057,14506,3
81058,407003,3
81059,490673,5
81061,463745,5
81062,458774,4
81063,439727,4
81064,452907,4
81065,530247,4
81066,508169,4
81067,217036,5
81068,51292,4
81069,26447,4
81070,26447,4
81071,189990,5
81072,471131,3
81073,546062,5
81074,58584,4
81075,545945,4
81076,270526,4
81077,302513,5
81078,190696,4
81079,498123,4
81080,302513,3
81081,302513,5
81082,384699,5
81083,533685,3
81084,137400,4
81085,425877,5
81086,518667,5
81087,265,3
81088,45633,4
81089,50996,2
81090,21210,4
81091,280233,4
81092,533244,4
81093,185835,5
81094,528514,5
81095,390508,3
81096,533558,4
81097,320157,4
81098,301442,5
81099,23493,5
81100,185835,5
81101,366438,2
81102,406498,5
81103,320157,5
81104,23493,4
81105,50399,5
81106,26544,3
81107,301442,5
81108,323977,2
81109,544213,5
81110,26544,4
81111,518667,4
81112,26544,4
81113,79534,4
81114,463745,5
81115,282014,3
81116,185835,4
81117,185835,3
81118,320157,4
81119,465285,3
81120,347949,5
81121,14073,5
81122,245078,4
81123,216914,4
81124,194427,4
81125,405416,4
81126,114495,4
81127,546624,5
81128,25910,3
81129,116580,3
81130,486296,3
81131,473176,4
81132,542623,4
81133,542623,3
81134,542623,4
81135,275803,4
81136,546611,2
81137,203953,3
81138,25910,4
81139,347113,5
81140,318305,4
81141,194427,5
81142,546707,3
81143,48309,4
81144,539622,4
81146,458774,3
81147,440505,2
81148,436020,3
81149,440505,3
81150,212592,3
81151,455821,4
81152,402117,4
81153,39200,2
81154,171374,3
81155,25910,3
81156,305776,4
81157,546806,2
81158,546806,4
81159,546824,5
81160,546806,4
81161,545945,3
81162,546847,4
81163,26544,5
81164,493636,5
81165,336627,4
81166,410212,5
81167,311321,5
81168,462542,4
81169,30263,4
81171,30263,4
81172,79534,4
81173,458774,3
81174,160201,3
81175,458774,3
81176,489406,3
81177,421671,5
81178,458774,3
81179,45937,5
81180,15008,4
81181,542052,4
81182,15008,4
81183,52012,1
81184,543599,4
81185,10101,4
81186,543599,5
81187,547073,5
81188,23493,3
81189,526565,4
81190,219481,3
81191,337933,4
81192,237082,5
81193,71095,4
81194,547206,5
81195,547229,1
81196,297577,4
81197,544845,3
81198,546364,4
81199,544845,2
81200,547319,4
81201,547332,4
81202,545293,4
81203,458774,4
81204,64519,3
81205,546872,4
81206,419204,4
81207,463336,4
81208,463336,4
81209,463336,4
81210,544982,4
81211,544580,3
81212,144443,4
81215,513506,5
81216,473705,4
81217,32658,3
81218,32658,1
81219,32658,1
81220,50399,3
81221,463336,3
81222,388206,4
81223,15008,5
81224,507709,4
81226,547693,1
81227,493424,2
81228,435068,3
81229,302513,5
81230,268560,5
81231,105451,3
81232,514175,4
81233,514175,4
81234,533906,4
81235,534469,3
81236,37358,4
81237,322390,3
81238,420129,4
81239,539486,5
81240,507380,4
81241,498683,5
81242,164373,4
81243,280233,4
81244,524738,4
81245,164373,4
81246,164373,4
81247,125202,4
81248,14279,5
81249,164373,2
81250,536545,3
81251,533064,4
81252,164373,5
81253,320157,4
81254,164373,4
81255,228121,5
81256,436333,4
81257,164373,4
81259,26544,4
81260,50399,5
81261,50399,4
81262,383751,5
81263,338386,3
81264,232400,5
81265,518378,4
81266,305456,4
81267,90282,3
81268,176875,4
81269,27767,4
81270,164,5
81271,287353,5
81272,442186,3
81273,328933,4
81274,425118,4
81276,324075,1
81277,328858,4
81278,517106,4
81279,465285,5
81280,238031,5
81281,441785,4
81282,445768,4
81283,30240,5
81284,96273,4
81285,117929,3
81286,178083,5
81287,97141,4
81288,118328,5
81289,425118,4
81290,20885,4
81291,19655,3
81292,48258,4
81293,249789,1
81294,50399,4
81295,117430,4
81296,326471,4
81297,548230,5
81298,267821,5
81299,548262,4
81300,90362,4
81301,515423,3
81302,507310,1
81303,320157,5
81304,242905,4
81305,161890,5
81306,533792,5
81307,533792,3
81308,548207,4
81309,312930,5
81310,544149,3
81311,46453,5
81312,147092,4
81313,251051,3
81314,446628,5
81315,59629,5
81316,507870,3
81317,371087,5
81318,526077,4
81319,219321,4
81320,5071,5
81321,444658,4
81322,50996,3
81323,444658,5
81324,391975,3
81325,528490,2
81326,35926,4
81327,171374,4
81328,548438,3
81329,52400,4
81330,548473,1
81331,66577,4
81332,285047,3
81333,237082,3
81334,527132,5
81335,117430,2
81336,25550,5
81337,312585,3
81338,336627,5
81339,395393,4
81340,495545,2
81341,108664,5
81342,411054,4
81343,548548,3
81344,171568,2
81345,546362,5
81346,543275,5
81347,447502,5
81348,117430,4
81349,212592,3
81350,208518,5
81351,67329,5
81352,118312,5
81353,548619,4
81354,67329,5
81355,29,3
81356,253505,4
81357,543599,3
81358,29117,5
81359,544445,5
81360,333676,4
81361,463336,4
81362,548699,5
81363,147883,1
81364,325030,4
81365,463336,3
81366,309008,5
81367,333676,5
81368,53884,5
81369,323626,5
81370,454736,5
81371,333676,4
81372,262929,5
81373,463336,4
81374,97628,5
81376,529820,5
81377,548776,4
81378,255676,5
81379,333676,4
81380,149565,4
81381,548796,5
81382,463336,3
81383,91031,4
81384,463336,3
81385,30263,1
81387,30263,2
81388,431500,4
81389,205971,4
81390,252706,4
81391,131058,5
81392,117430,1
81393,55332,4
81394,35983,5
81395,254614,3
81396,181620,4
81397,254614,3
81398,234780,5
81399,5582,3
81400,450793,4
81402,5582,1
81403,5582,4
81404,547232,5
81405,117430,4
81406,117430,4
81407,549002,3
81408,546362,4
81409,546362,3
81410,303229,5
81411,546362,4
81413,549041,2
81414,431538,5
81415,231822,5
81416,526749,4
81417,80993,4
81418,121926,4
81419,164373,4
81420,164373,4
81421,144573,2
81422,265,3
81423,83346,5
81424,549221,4
81425,487544,5
81426,50448,3
81427,247,2
81428,548487,4
81429,22104,3
81431,53988,3
81432,458774,4
81433,458774,3
81434,14,5
81435,318305,3
81436,549373,5
81437,32658,5
81438,458774,4
81439,192486,1
81440,26544,3
81441,78762,3
81442,31039,4
81443,547948,2
81444,50399,3
81445,458774,4
81446,445360,2
81447,14506,3
81448,163872,5
81449,541293,4
81450,546145,4
81451,180952,4
81452,435068,3
81453,330191,4
81454,83036,4
81455,444842,5
81456,204591,4
81457,548655,4
81458,427637,3
81459,409336,5
81460,520856,5
81461,546317,4
81462,145607,1
81463,70000,5
81464,549542,5
81466,501661,2
81467,58584,3
81468,111345,3
81469,106348,4
81470,25910,3
81471,120723,4
81472,549559,5
81473,469672,5
81474,111345,3
81475,232278,4
81476,455209,4
81478,549633,5
81479,25910,3
81480,142305,5
81481,68417,4
81482,225097,5
81483,397009,3
81484,194427,5
81485,219336,5
81486,25910,4
81487,485697,4
81488,258449,3
81489,341886,5
81491,300539,3
81492,426868,3
81493,549851,4
81494,549851,4
81496,549851,4
81497,549851,4
81498,549851,4
81499,549851,3
81500,458774,3
81502,50996,3
81503,53988,4
81504,465644,4
81505,86554,5
81506,549901,4
81507,92939,4
81508,347113,5
81509,411054,4
81510,549926,3
81511,234780,5
81512,273899,4
81513,50399,5
81514,436752,5
81515,545005,3
81516,380116,3
81517,117430,3
81518,34154,4
81519,541111,4
81520,420129,4
81521,473176,4
81522,270281,5
81523,547867,4
81524,418261,4
81525,401365,4
81526,542992,3
81527,506251,4
81528,212592,3
81529,19452,4
81530,22104,4
81531,549389,5
81532,116323,4
81534,19452,4
81535,64519,4
81536,116323,3
81538,311568,5
81539,193494,1
81540,116323,3
81543,352105,5
81544,185757,4
81545,116323,3
81546,543275,5
81547,116323,4
81548,185757,4
81549,185757,3
81553,19452,4
81554,116323,5
81556,185757,3
81558,116323,3
81559,228810,5
81560,185757,5
81561,458774,3
81562,185757,4
81563,116323,3
81564,458774,4
81565,458774,3
81566,185757,4
81567,458774,3
81568,116323,4
81569,458774,3
81570,458774,4
81571,116323,5
81572,550403,5
81573,185757,4
81575,116323,4
81576,458774,3
81577,145377,4
81578,550348,5
81579,23493,5
81580,489840,5
81581,550484,3
81582,546806,4
81583,546806,4
81584,224932,5
81585,221959,5
81586,15232,3
81587,340434,2
81588,208518,5
81589,303229,3
81590,540178,5
81591,359787,4
81592,359787,5
81593,513257,4
81594,513257,4
81595,513257,4
81596,550602,4
81597,192486,5
81598,192486,5
81599,15181,5
81600,533457,4
81601,533457,4
81602,43776,4
81603,495774,4
81604,2034,3
81605,43776,3
81606,247,4
81607,477657,2
81608,546806,4
81609,432819,5
81610,325030,4
81611,194073,4
81612,198180,3
81613,344403,2
81614,198180,5
81615,549747,5
81616,198180,3
81617,548934,5
81618,198180,4
81619,2034,4
81620,10101,4
81621,23244,4
81622,64711,4
81623,407003,4
81624,325030,3
81625,198180,4
81626,198180,5
81627,545221,4
81628,546990,4
81629,509098,3
81630,138915,5
81631,293823,4
81632,431985,3
81633,509098,4
81634,465285,5
81635,509098,4
81637,185835,4
81638,37595,2
81639,251051,4
81640,293823,5
81641,273899,3
81642,14,4
81643,304448,5
81644,302513,2
81645,299709,3
81646,547073,4
81647,531581,5
81648,113621,4
81649,141950,5
81650,158635,5
81651,268088,5
81652,177909,5
81653,65275,3
81654,547073,5
81656,367897,5
81657,58567,4
81658,536284,2
81659,216720,5
81660,50399,4
81661,448710,4
81662,448710,4
81663,208518,4
81664,285798,5
81665,472991,3
81666,543257,4
81667,462542,3
81668,467382,4
81669,127977,4
81670,94648,3
81671,86308,4
81672,489149,3
81673,420129,3
81675,551065,5
81676,143917,4
81677,524380,3
81678,410673,3
81679,62357,2
81680,492062,5
81681,506153,4
81682,78730,4
81683,466213,4
81684,466213,4
81685,228810,4
81686,89241,4
81687,400680,5
81688,204493,3
81689,114495,4
81690,78700,4
81691,550739,4
81692,304448,5
81693,406761,3
81694,293823,3
81695,545193,4
81696,23459,4
81697,550313,4
81698,234362,4
81699,352200,5
81700,465285,4
81701,113621,3
81702,506251,4
81703,551728,5
81704,465285,4
